Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Andalucía, Alameda, Aragón, Las Palmas, Mercurio, Observatorio, Panamericano, Valle Alameda, Villas del Sur",20.583606564144898,-100.381213845791,Dr. Mauricio Lopez Duran Ortodoncia,20.576764167587495,-100.37950907383133,Dentist's Office
"Andalucía, Alameda, Aragón, Las Palmas, Mercurio, Observatorio, Panamericano, Valle Alameda, Villas del Sur",20.583606564144898,-100.381213845791,Clínica dental,20.57669123244206,-100.37811269607268,Dentist's Office
"Andalucía, Alameda, Aragón, Las Palmas, Mercurio, Observatorio, Panamericano, Valle Alameda, Villas del Sur",20.583606564144898,-100.381213845791,Dental GS,20.57721237936053,-100.37658524777974,Dentist's Office
"Andalucía, Alameda, Aragón, Las Palmas, Mercurio, Observatorio, Panamericano, Valle Alameda, Villas del Sur",20.583606564144898,-100.381213845791,Laboratorios Chopo,20.590315220909357,-100.37515137729731,Medical Lab
"Andalucía, Alameda, Aragón, Las Palmas, Mercurio, Observatorio, Panamericano, Valle Alameda, Villas del Sur",20.583606564144898,-100.381213845791,Centro de Salud y Deporte Gómez Sainz,20.58182,-100.380385,Rehab Center
"Andalucía, Alameda, Aragón, Las Palmas, Mercurio, Observatorio, Panamericano, Valle Alameda, Villas del Sur",20.583606564144898,-100.381213845791,CEO Centro De Estudios Odontológicos,20.590293,-100.375568,Dentist's Office
"Andalucía, Alameda, Aragón, Las Palmas, Mercurio, Observatorio, Panamericano, Valle Alameda, Villas del Sur",20.583606564144898,-100.381213845791,Dentista Roberto Ayala,20.583027,-100.390506,Dentist's Office
"Andalucía, Alameda, Aragón, Las Palmas, Mercurio, Observatorio, Panamericano, Valle Alameda, Villas del Sur",20.583606564144898,-100.381213845791,san joaquin consultorios,20.581057,-100.389292,Mental Health Office
"Andalucía, Alameda, Aragón, Las Palmas, Mercurio, Observatorio, Panamericano, Valle Alameda, Villas del Sur",20.583606564144898,-100.381213845791,Clínica Veterinaria Villa Mascota,20.58020490920758,-100.37788785179659,Veterinarian
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Clinica Quiropractica Montaño,20.586697998982153,-100.37661557280582,Medical Center
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Farmacias del Ahorro,20.586805020191033,-100.37607438651922,Pharmacy
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Clinica De Especialidades Plazas Del Sol,20.576779012132494,-100.37775280845345,Medical Center
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Atención Médica Especializada en Urgencias,20.577062189626673,-100.37604524662244,Hospital
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,INNÉOV,20.586899,-100.378142,Pharmacy
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Farmacias del Ahorro,20.576101574524856,-100.37443263836009,Pharmacy
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Clinica Queretaro,20.58777439834461,-100.37647575715167,Hospital
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Farmancia Similares Pza Las Americas,20.587861548056537,-100.37410397112566,Pharmacy
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Hospital del Niño y la Mujer,20.57833363483512,-100.3702471644663,Hospital
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,HENM,20.57819026204113,-100.3701776770831,Hospital
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,homeopatia de queretaro,20.58917267662068,-100.37653879789377,Pharmacy
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Farmacia Guadalajara,20.575181606024486,-100.38433343344722,Pharmacy
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Unidad De Medicina Familiar # 16,20.587474403163966,-100.37183920246302,Medical Center
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Clínica 16 IMSS,20.58714393652925,-100.37189226318279,Hospital
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Ultrasonido Médico de Quéretaro (UMQ),20.577369182444787,-100.37330882795649,Doctor's Office
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Podologo,20.587774,-100.37264,Doctor's Office
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Especialidades dentales,20.582395038158232,-100.38017470870452,Dentist's Office
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Dental GS,20.57721237936053,-100.37658524777974,Dentist's Office
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Dentimex,20.585009,-100.38073,Dentist's Office
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Clínica dental,20.57669123244206,-100.37811269607268,Dentist's Office
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Dentalia,20.584932,-100.381166,Dentist's Office
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Dr. Mauricio Lopez Duran Ortodoncia,20.576764167587495,-100.37950907383133,Dentist's Office
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Fastdent,20.582606,-100.384444,Dentist's Office
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Laboratorios Chopo,20.58679585103639,-100.3833949306088,Medical Lab
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,LABORATORIO CHOPO,20.587010524986624,-100.38469923643203,Medical Lab
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Dental Médica,20.585910749403748,-100.38499539523625,Dentist's Office
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Centro de Salud y Deporte Gómez Sainz,20.58182,-100.380385,Rehab Center
"San Joaquín, Panorámico, El Laurel, Villas del Sol",20.581375530661898,-100.377801200259,Clínica Veterinaria Villa Mascota,20.58020490920758,-100.37788785179659,Veterinarian
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Clinica Quiropractica Montaño,20.586697998982153,-100.37661557280582,Medical Center
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Cruz Roja Mexicana,20.580144362182807,-100.36441384000884,Medical Center
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Farmacias Benavides,20.588527,-100.369682,Pharmacy
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Vázquez Quiropedistas,20.582351668157877,-100.3672581911087,Medical Center
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Unidad De Medicina Familiar # 16,20.587474403163966,-100.37183920246302,Medical Center
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Farmacias del Ahorro,20.586805020191033,-100.37607438651922,Pharmacy
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,CRIQ,20.575645402448853,-100.36842296401589,Outdoor Supply Store
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Clínica 16 IMSS,20.58714393652925,-100.37189226318279,Hospital
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Hospital del Niño y la Mujer,20.57833363483512,-100.3702471644663,Hospital
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Farmancia Similares Pza Las Americas,20.587861548056537,-100.37410397112566,Pharmacy
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,HENM,20.57819026204113,-100.3701776770831,Hospital
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Hospital Punta Sur,20.579818552156947,-100.36412685875604,Hospital
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Clínica Las Américas,20.58671954447239,-100.36984639928914,Doctor's Office
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Clinica Queretaro,20.58777439834461,-100.37647575715167,Hospital
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,UNEME DEDICAM,20.576515317136636,-100.36948431767465,Medical Center
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,homeopatia de queretaro,20.58917267662068,-100.37653879789377,Pharmacy
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,INNÉOV,20.586899,-100.378142,Pharmacy
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Sanatorio guadalupe,20.59206206556544,-100.36906758340658,Hospital
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Podologo,20.587774,-100.37264,Doctor's Office
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Farmacias del Ahorro,20.576101574524856,-100.37443263836009,Pharmacy
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Atención Médica Especializada en Urgencias,20.577062189626673,-100.37604524662244,Hospital
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Grupo Oftalmológico Visión,20.588362862597382,-100.3682910137886,Doctor's Office
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Ultrasonido Médico de Quéretaro (UMQ),20.577369182444787,-100.37330882795649,Doctor's Office
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Animal Park Hospital Veterinario,20.590462081353692,-100.37203714265944,Veterinarian
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Ortodoncista Arturo Corona Cortes,20.59080012240386,-100.37052314023767,Dentist's Office
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Laboratorios Chopo,20.590315220909357,-100.37515137729731,Medical Lab
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Clinica Medica Carretas,20.592012405395508,-100.36892700195312,Medical Lab
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Wuotto Grupo Dental,20.591178812750154,-100.37282626172359,Dentist's Office
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,CEO Centro De Estudios Odontológicos,20.590293,-100.375568,Dentist's Office
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Dental Lozano (dentista),20.592077274715468,-100.3690856134514,Dentist's Office
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Implantoperio,20.592325025749794,-100.37313222885132,Dentist's Office
"El Marqués, Quintas del Marqués",20.5838382338255,-100.370058969577,Clínica Veterinaria Villa Mascota,20.58020490920758,-100.37788785179659,Veterinarian
Arquitos,20.5863187952898,-100.364487464737,Cruz Roja Mexicana,20.580144362182807,-100.36441384000884,Medical Center
Arquitos,20.5863187952898,-100.364487464737,Farmacias Benavides,20.588527,-100.369682,Pharmacy
Arquitos,20.5863187952898,-100.364487464737,Vázquez Quiropedistas,20.582351668157877,-100.3672581911087,Medical Center
Arquitos,20.5863187952898,-100.364487464737,Hospital Punta Sur,20.579818552156947,-100.36412685875604,Hospital
Arquitos,20.5863187952898,-100.364487464737,Laboratorio Medico Polanco B. Quintana,20.593528889516353,-100.36870152246823,Medical Center
Arquitos,20.5863187952898,-100.364487464737,Unidad De Medicina Familiar # 16,20.587474403163966,-100.37183920246302,Medical Center
Arquitos,20.5863187952898,-100.364487464737,Sanatorio guadalupe,20.59206206556544,-100.36906758340658,Hospital
Arquitos,20.5863187952898,-100.364487464737,Clínica 16 IMSS,20.58714393652925,-100.37189226318279,Hospital
Arquitos,20.5863187952898,-100.364487464737,Grupo Oftalmológico Visión,20.588362862597382,-100.3682910137886,Doctor's Office
Arquitos,20.5863187952898,-100.364487464737,Medica Centro Sur,20.578794323277215,-100.36077468662002,Hospital
Arquitos,20.5863187952898,-100.364487464737,Bio Vital,20.59477703941494,-100.3647543388443,Medical Center
Arquitos,20.5863187952898,-100.364487464737,Clinica Ginecologica y Obatetricia,20.57849774990644,-100.36013240632964,Hospital
Arquitos,20.5863187952898,-100.364487464737,Clínica Las Américas,20.58671954447239,-100.36984639928914,Doctor's Office
Arquitos,20.5863187952898,-100.364487464737,Podologo,20.587774,-100.37264,Doctor's Office
Arquitos,20.5863187952898,-100.364487464737,Clinica Dental Universidad Cuauhtemoc,20.58952416076985,-100.36249009320994,Dentist's Office
Arquitos,20.5863187952898,-100.364487464737,Animal Park Hospital Veterinario,20.590462081353692,-100.37203714265944,Veterinarian
Arquitos,20.5863187952898,-100.364487464737,Clinica Medica Carretas,20.592012405395508,-100.36892700195312,Medical Lab
Arquitos,20.5863187952898,-100.364487464737,Dental Lozano (dentista),20.592077274715468,-100.3690856134514,Dentist's Office
Arquitos,20.5863187952898,-100.364487464737,Ortodoncista Arturo Corona Cortes,20.59080012240386,-100.37052314023767,Dentist's Office
Loma Bonita,20.5873900009643,-100.367296996478,Farmacias Benavides,20.588527,-100.369682,Pharmacy
Loma Bonita,20.5873900009643,-100.367296996478,Cruz Roja Mexicana,20.580144362182807,-100.36441384000884,Medical Center
Loma Bonita,20.5873900009643,-100.367296996478,Clinica Quiropractica Montaño,20.586697998982153,-100.37661557280582,Medical Center
Loma Bonita,20.5873900009643,-100.367296996478,Unidad De Medicina Familiar # 16,20.587474403163966,-100.37183920246302,Medical Center
Loma Bonita,20.5873900009643,-100.367296996478,Farmacia Guadalajara,20.595148344997554,-100.3714544733684,Pharmacy
Loma Bonita,20.5873900009643,-100.367296996478,Laboratorio Medico Polanco B. Quintana,20.593528889516353,-100.36870152246823,Medical Center
Loma Bonita,20.5873900009643,-100.367296996478,Sanatorio guadalupe,20.59206206556544,-100.36906758340658,Hospital
Loma Bonita,20.5873900009643,-100.367296996478,Vázquez Quiropedistas,20.582351668157877,-100.3672581911087,Medical Center
Loma Bonita,20.5873900009643,-100.367296996478,Clínica 16 IMSS,20.58714393652925,-100.37189226318279,Hospital
Loma Bonita,20.5873900009643,-100.367296996478,Grupo Oftalmológico Visión,20.588362862597382,-100.3682910137886,Doctor's Office
Loma Bonita,20.5873900009643,-100.367296996478,Farmacias del Ahorro,20.586805020191033,-100.37607438651922,Pharmacy
Loma Bonita,20.5873900009643,-100.367296996478,Farmancia Similares Pza Las Americas,20.587861548056537,-100.37410397112566,Pharmacy
Loma Bonita,20.5873900009643,-100.367296996478,Clínica Las Américas,20.58671954447239,-100.36984639928914,Doctor's Office
Loma Bonita,20.5873900009643,-100.367296996478,Bio Vital,20.59477703941494,-100.3647543388443,Medical Center
Loma Bonita,20.5873900009643,-100.367296996478,Hospital Punta Sur,20.579818552156947,-100.36412685875604,Hospital
Loma Bonita,20.5873900009643,-100.367296996478,Clinica Queretaro,20.58777439834461,-100.37647575715167,Hospital
Loma Bonita,20.5873900009643,-100.367296996478,Farmacias del Ahorro,20.595329956886662,-100.37154062315864,Pharmacy
Loma Bonita,20.5873900009643,-100.367296996478,Farmacias Guadalajara,20.59521784707949,-100.37144438178069,Pharmacy
Loma Bonita,20.5873900009643,-100.367296996478,homeopatia de queretaro,20.58917267662068,-100.37653879789377,Pharmacy
Loma Bonita,20.5873900009643,-100.367296996478,Podologo,20.587774,-100.37264,Doctor's Office
Loma Bonita,20.5873900009643,-100.367296996478,Animal Park Hospital Veterinario,20.590462081353692,-100.37203714265944,Veterinarian
Loma Bonita,20.5873900009643,-100.367296996478,Clinica Medica Carretas,20.592012405395508,-100.36892700195312,Medical Lab
Loma Bonita,20.5873900009643,-100.367296996478,Ortodoncista Arturo Corona Cortes,20.59080012240386,-100.37052314023767,Dentist's Office
Loma Bonita,20.5873900009643,-100.367296996478,Dental Lozano (dentista),20.592077274715468,-100.3690856134514,Dentist's Office
Loma Bonita,20.5873900009643,-100.367296996478,Clinica Dental Universidad Cuauhtemoc,20.58952416076985,-100.36249009320994,Dentist's Office
Loma Bonita,20.5873900009643,-100.367296996478,Wuotto Grupo Dental,20.591178812750154,-100.37282626172359,Dentist's Office
Loma Bonita,20.5873900009643,-100.367296996478,Laboratorios Chopo,20.590315220909357,-100.37515137729731,Medical Lab
Loma Bonita,20.5873900009643,-100.367296996478,Implantoperio,20.592325025749794,-100.37313222885132,Dentist's Office
Loma Bonita,20.5873900009643,-100.367296996478,CEO Centro De Estudios Odontológicos,20.590293,-100.375568,Dentist's Office
Carretas,20.591591060423102,-100.371715906134,Farmacia Guadalajara,20.595148344997554,-100.3714544733684,Pharmacy
Carretas,20.591591060423102,-100.371715906134,Clinica Quiropractica Montaño,20.586697998982153,-100.37661557280582,Medical Center
Carretas,20.591591060423102,-100.371715906134,Farmacias Benavides,20.588527,-100.369682,Pharmacy
Carretas,20.591591060423102,-100.371715906134,Laboratorio Medico Polanco B. Quintana,20.593528889516353,-100.36870152246823,Medical Center
Carretas,20.591591060423102,-100.371715906134,Sanatorio guadalupe,20.59206206556544,-100.36906758340658,Hospital
Carretas,20.591591060423102,-100.371715906134,Clinica Orquideas,20.594126260538758,-100.37908105811566,Medical Center
Carretas,20.591591060423102,-100.371715906134,Farmacias del Ahorro,20.595329956886662,-100.37154062315864,Pharmacy
Carretas,20.591591060423102,-100.371715906134,Farmacias Guadalajara,20.59521784707949,-100.37144438178069,Pharmacy
Carretas,20.591591060423102,-100.371715906134,Unidad De Medicina Familiar # 16,20.587474403163966,-100.37183920246302,Medical Center
Carretas,20.591591060423102,-100.371715906134,Farmacias del Ahorro,20.586805020191033,-100.37607438651922,Pharmacy
Carretas,20.591591060423102,-100.371715906134,Farmancia Similares Pza Las Americas,20.587861548056537,-100.37410397112566,Pharmacy
Carretas,20.591591060423102,-100.371715906134,homeopatia de queretaro,20.58917267662068,-100.37653879789377,Pharmacy
Carretas,20.591591060423102,-100.371715906134,Clínica 16 IMSS,20.58714393652925,-100.37189226318279,Hospital
Carretas,20.591591060423102,-100.371715906134,Clinica Queretaro,20.58777439834461,-100.37647575715167,Hospital
Carretas,20.591591060423102,-100.371715906134,Centro Dermatológico San Francisco,20.599075657030966,-100.37082977945292,Medical Center
Carretas,20.591591060423102,-100.371715906134,Clínica médica del bosque,20.596009469787553,-100.37694832725983,Hospital
Carretas,20.591591060423102,-100.371715906134,Clínica San Francisco,20.59911641862643,-100.37070744132411,Hospital
Carretas,20.591591060423102,-100.371715906134,Bio Vital,20.59477703941494,-100.3647543388443,Medical Center
Carretas,20.591591060423102,-100.371715906134,INNÉOV,20.586899,-100.378142,Pharmacy
Carretas,20.591591060423102,-100.371715906134,Hospital De La Santa Cruz,20.595044791588496,-100.37979379429292,Hospital
Carretas,20.591591060423102,-100.371715906134,Podologo,20.587774,-100.37264,Doctor's Office
Carretas,20.591591060423102,-100.371715906134,Clinica Medica Equilibrium Dentista Nutrición Psicología Medicina Estética Spa,20.598439,-100.37637,Medical Center
Carretas,20.591591060423102,-100.371715906134,Grupo Oftalmológico Visión,20.588362862597382,-100.3682910137886,Doctor's Office
Carretas,20.591591060423102,-100.371715906134,Clínica Las Américas,20.58671954447239,-100.36984639928914,Doctor's Office
Carretas,20.591591060423102,-100.371715906134,Animal Park Hospital Veterinario,20.590462081353692,-100.37203714265944,Veterinarian
Carretas,20.591591060423102,-100.371715906134,Ortodoncista Arturo Corona Cortes,20.59080012240386,-100.37052314023767,Dentist's Office
Carretas,20.591591060423102,-100.371715906134,Wuotto Grupo Dental,20.591178812750154,-100.37282626172359,Dentist's Office
Carretas,20.591591060423102,-100.371715906134,Implantoperio,20.592325025749794,-100.37313222885132,Dentist's Office
Carretas,20.591591060423102,-100.371715906134,Clinica Medica Carretas,20.592012405395508,-100.36892700195312,Medical Lab
Carretas,20.591591060423102,-100.371715906134,Dental Lozano (dentista),20.592077274715468,-100.3690856134514,Dentist's Office
Carretas,20.591591060423102,-100.371715906134,Laboratorios Chopo,20.590315220909357,-100.37515137729731,Medical Lab
Carretas,20.591591060423102,-100.371715906134,CEO Centro De Estudios Odontológicos,20.590293,-100.375568,Dentist's Office
Carretas,20.591591060423102,-100.371715906134,Dicorsa Diagnóstico Computarizado en Odontologia,20.59377480505196,-100.37617424478042,Dentist's Office
Carretas,20.591591060423102,-100.371715906134,Intermedic,20.595101594700893,-100.37709267531004,Medical Lab
Carretas,20.591591060423102,-100.371715906134,Dental Expert,20.59774744165065,-100.37137857850153,Dentist's Office
Carretas,20.591591060423102,-100.371715906134,ORTODONCIA PROFESIONAL,20.592560714363568,-100.37859059397853,Dentist's Office
Carretas,20.591591060423102,-100.371715906134,"OrtoClínicas, Clínica Dental Familiar",20.599270660127672,-100.36931128324221,Dentist's Office
Carretas,20.591591060423102,-100.371715906134,Psic. Jorge Luis Mendoza,20.595237565045565,-100.3774344921112,Mental Health Office
Carretas,20.591591060423102,-100.371715906134,Clinica Dental Universidad Cuauhtemoc,20.58952416076985,-100.36249009320994,Dentist's Office
Hidalgo,20.5876249751697,-100.38541194888201,Farmacia Guadalajara,20.58516005789691,-100.39074403546222,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,Clinica Quiropractica Montaño,20.586697998982153,-100.37661557280582,Medical Center
Hidalgo,20.5876249751697,-100.38541194888201,Farmacias del Ahorro,20.58814196734894,-100.38973955277075,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,Farmacias del Ahorro,20.583010900216188,-100.38774315482293,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,Farmacias del Ahorro,20.592040886080614,-100.39182925487606,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,Clinica Orquideas,20.594126260538758,-100.37908105811566,Medical Center
Hidalgo,20.5876249751697,-100.38541194888201,Farmacias Guadalajara,20.588844219859293,-100.3901711326446,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,Salupsic,20.58350866874703,-100.38789670594196,Medical Center
Hidalgo,20.5876249751697,-100.38541194888201,Sanatorio Alcocer Pozo,20.59061785026444,-100.38987955347994,Hospital
Hidalgo,20.5876249751697,-100.38541194888201,Farmacia del Ahorro,20.584274,-100.394139,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,Prodental Deposito Dental,20.584031516498456,-100.38974046707153,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,Secretaría De Salud,20.594393575524382,-100.39026151674763,Medical Center
Hidalgo,20.5876249751697,-100.38541194888201,Farmacias del Ahorro,20.595328352805158,-100.38073219423589,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,Farmacias del Ahorro,20.586805020191033,-100.37607438651922,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,Lotus: Farmacia Homeopática,20.588880122982893,-100.39256751537323,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,INNÉOV,20.586899,-100.378142,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,nutrire,20.59460484572172,-100.38610339164734,Medical Center
Hidalgo,20.5876249751697,-100.38541194888201,Policlínica Médica De Querétaro,20.5912154420652,-100.39223513437494,Medical Center
Hidalgo,20.5876249751697,-100.38541194888201,Distribuidora GOBA,20.5799790971077,-100.38809639771702,Medical Center
Hidalgo,20.5876249751697,-100.38541194888201,Grupo Médico Integral,20.583386,-100.393095,Medical Center
Hidalgo,20.5876249751697,-100.38541194888201,Clinica Queretaro,20.58777439834461,-100.37647575715167,Hospital
Hidalgo,20.5876249751697,-100.38541194888201,Sanatorio Mariano,20.590467339588166,-100.39383043043023,Medical Center
Hidalgo,20.5876249751697,-100.38541194888201,homeopatia de queretaro,20.58917267662068,-100.37653879789377,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,Farmacias Guadalajara,20.592149,-100.393237,Pharmacy
Hidalgo,20.5876249751697,-100.38541194888201,Hospital Luis Martin,20.58768903499588,-100.39467710021589,Hospital
Hidalgo,20.5876249751697,-100.38541194888201,Medicos Pediatras,20.584461749434386,-100.39056226437263,Doctor's Office
Hidalgo,20.5876249751697,-100.38541194888201,Clinica Dematologica MR,20.583190467184632,-100.38993888294898,Doctor's Office
Hidalgo,20.5876249751697,-100.38541194888201,Clinica Mariano De Las Casas,20.580524376784407,-100.38835741412827,Doctor's Office
Hidalgo,20.5876249751697,-100.38541194888201,Clinica Medica Del Rayo,20.582553993126023,-100.3925477725279,Doctor's Office
Hidalgo,20.5876249751697,-100.38541194888201,Consultorios Médicos y Odontológicos,20.58341082340317,-100.39323338629522,Doctor's Office
Hidalgo,20.5876249751697,-100.38541194888201,Clinica fray pedro de gante,20.58212598449834,-100.39252034808528,Doctor's Office
Hidalgo,20.5876249751697,-100.38541194888201,Radiología y Ultrasonido Milenio,20.58373106824978,-100.3937380013474,Doctor's Office
Hidalgo,20.5876249751697,-100.38541194888201,LABORATORIO CHOPO,20.587010524986624,-100.38469923643203,Medical Lab
Hidalgo,20.5876249751697,-100.38541194888201,Laboratorios Chopo,20.58679585103639,-100.3833949306088,Medical Lab
Hidalgo,20.5876249751697,-100.38541194888201,Dental Médica,20.585910749403748,-100.38499539523625,Dentist's Office
Hidalgo,20.5876249751697,-100.38541194888201,Laboratorio LABSA,20.590414650863956,-100.38907449150537,Medical Lab
Hidalgo,20.5876249751697,-100.38541194888201,Clinica Dental Universitaria,20.584656598668484,-100.38811060587939,Dentist's Office
Hidalgo,20.5876249751697,-100.38541194888201,Dentalia,20.584932,-100.381166,Dentist's Office
Hidalgo,20.5876249751697,-100.38541194888201,Fastdent,20.582606,-100.384444,Dentist's Office
Hidalgo,20.5876249751697,-100.38541194888201,Dentimex,20.585009,-100.38073,Dentist's Office
Hidalgo,20.5876249751697,-100.38541194888201,Laboratorio Medicina y Diagnostico de Querétaro,20.5934964470507,-100.38664073959512,Medical Lab
Hidalgo,20.5876249751697,-100.38541194888201,Dentista,20.592176886488573,-100.38910612463951,Dentist's Office
Hidalgo,20.5876249751697,-100.38541194888201,Dentista Roberto Ayala,20.583027,-100.390506,Dentist's Office
Hidalgo,20.5876249751697,-100.38541194888201,Especialidades dentales,20.582395038158232,-100.38017470870452,Dentist's Office
Hidalgo,20.5876249751697,-100.38541194888201,Dental Center RAV,20.587466411831993,-100.39359192922771,Dentist's Office
Hidalgo,20.5876249751697,-100.38541194888201,DENTAL CENTER odotonlogia integral,20.587440035113364,-100.39366121191877,Dentist's Office
Hidalgo,20.5876249751697,-100.38541194888201,ORTODONCIA PROFESIONAL,20.592560714363568,-100.37859059397853,Dentist's Office
Hidalgo,20.5876249751697,-100.38541194888201,san joaquin consultorios,20.581057,-100.389292,Mental Health Office
Hidalgo,20.5876249751697,-100.38541194888201,Centro de Salud y Deporte Gómez Sainz,20.58182,-100.380385,Rehab Center
San Francisquito,20.588841366989,-100.384972329515,Farmacia Guadalajara,20.58516005789691,-100.39074403546222,Pharmacy
San Francisquito,20.588841366989,-100.384972329515,Clinica Quiropractica Montaño,20.586697998982153,-100.37661557280582,Medical Center
San Francisquito,20.588841366989,-100.384972329515,Clinica Orquideas,20.594126260538758,-100.37908105811566,Medical Center
San Francisquito,20.588841366989,-100.384972329515,Farmacias del Ahorro,20.592040886080614,-100.39182925487606,Pharmacy
San Francisquito,20.588841366989,-100.384972329515,Farmacias del Ahorro,20.58814196734894,-100.38973955277075,Pharmacy
San Francisquito,20.588841366989,-100.384972329515,Farmacias del Ahorro,20.595328352805158,-100.38073219423589,Pharmacy
San Francisquito,20.588841366989,-100.384972329515,Farmacias Guadalajara,20.588844219859293,-100.3901711326446,Pharmacy
San Francisquito,20.588841366989,-100.384972329515,Sanatorio Alcocer Pozo,20.59061785026444,-100.38987955347994,Hospital
San Francisquito,20.588841366989,-100.384972329515,Farmacias del Ahorro,20.583010900216188,-100.38774315482293,Pharmacy
